Gaze_angle_x,Gaze_angle_y
0.049013444811598396,-0.23834567341797427
-0.009041119066681591,-0.23043229998081455
-0.023573071417558943,-0.250598884695854
0.04091508169562644,-0.23146785827673044
-0.011909621810741941,-0.3269125827879996
0.03462165522688337,-0.3482217107357039
0.09831201343368956,-0.3449217717468867
0.10606548902680678,-0.31727036477264503
0.09520700203712402,-0.27405252373199873
0.15781812341488363,-0.23740861989168993
0.12059059828892621,-0.2011980148100873
0.1426608261084024,-0.17654792650785528
0.16848266448522478,-0.16601655988204464
0.1494027182693722,-0.15707776138640167
0.14373427570914488,-0.14719057668495705
0.1589510924536159,-0.14490498650754072
0.1896775766426155,-0.12475932155076512
0.21090574104120602,-0.12583486842646882
0.17247615487159532,-0.12785192716390242
0.13961081189740587,-0.14465050277930067
0.15349762099852912,-0.12429493822075542
0.17631672985164554,-0.13091469299495107
0.1318369087369318,-0.12984186617368068
0.15473091098035513,-0.13458729338468256
0.17910519331882718,-0.14108845284746047
0.16003589315218728,-0.1405406872297512
0.1528175823856313,-0.14132069575568687
0.1828303850306134,-0.15232369103107407
0.1703258550161457,-0.14061838066186286
0.14638388359558685,-0.14559510515676893
0.18645808531049426,-0.13256375155014136
0.20675811270370653,-0.13610776268329178
0.20261313502800982,-0.13019611360303032
0.198411990333788,-0.13789141700522375
0.1866401355185973,-0.11498705887484773
0.21566970183792217,-0.12827356004735
0.23127342950649857,-0.13376948427933824
0.19932564417073567,-0.12399282507184342
0.18065713418948154,-0.1293133353685163
0.18680083794703736,-0.12667990772519636
0.1944311510791704,-0.1298527546800471
0.20038899706264712,-0.1107807774881068
0.21402539743113566,-0.13902818901374958
0.1984042799522094,-0.13612289826744994
0.19896722090120544,-0.1345241923942046
0.21479101795276392,-0.11086785891293538
0.16094663586539085,-0.11568718345076293
0.1712961805028593,-0.12737610600108767
0.16300527239915588,-0.12189503883673952
0.17194072467341812,-0.11665453137021568
0.1597924095324847,-0.11313034672439655
0.1559160287439134,-0.11184947015204891
0.13524104735352283,-0.11256978149951603
0.12830882654391257,-0.10639447000084239
0.14422941893922644,-0.12712550521992794
0.17699467304577543,-0.13064980131630075
0.15882945766420495,-0.13144046283913693
0.1690506703436914,-0.12648617692500524
0.13608665602370798,-0.12733559998985158
0.1431210422758171,-0.12956422406035736
0.16977794192396117,-0.14137421017424176
0.17750698293808714,-0.14477224742007863
0.19180961202367025,-0.14527542684606135
0.1665707134473369,-0.136009553716953
0.18735514245238868,-0.13103064697576042
0.16893371112320074,-0.14210870343146656
0.1772757937661449,-0.1439975765612077
0.19531617878711993,-0.13782852700497944
0.18638403764034592,-0.1261543330044593
0.19514323955419594,-0.14035547495919531
0.1618560749304846,-0.15595905060720844
0.1753792632142539,-0.13456228751283061
0.1832755802994251,-0.14357121166335213
0.11196595722101556,-0.15008696672704483
0.1507626901302605,-0.14460028763099766
0.16858908743004195,-0.14605375404633486
0.14461431871461383,-0.15106431478622687
0.18506762770076154,-0.13747933904676196
0.17799777780166204,-0.14722520148762724
0.18094048705800805,-0.14443556290934484
0.14020321646493603,-0.15539870525635985
0.1761497713530355,-0.1407006275556016
