Point,Frame,Time,Gaze_angle_x,Gaze_angle_y
1,1,0.0,-0.43646661112870994,-0.37975250475435207
1,2,0.9767487049102783,-0.35058343375845724,-0.4114923262392248
1,3,1.3567783832550049,-0.3878545252974741,-0.3716070996120994
1,4,1.782017707824707,-0.37375432691069677,-0.3899098017500187
1,5,2.18532395362854,-0.3754485164083102,-0.39801179436176526
1,6,2.5876781940460205,-0.38388160451199144,-0.39203893949207824
1,7,2.98624849319458,-0.34962827798362467,-0.39814258089159377
1,8,3.392986297607422,-0.3603544122577417,-0.40459535977445316
1,9,3.7945268154144287,-0.3524862675244818,-0.4110312070394114
1,10,4.189149856567383,-0.49368824255052457,-0.4687971333014005
1,11,4.592412948608398,-0.3679924188441039,-0.3895873187212314
1,12,4.988066673278809,-0.3324035355383508,-0.41075245818690975
1,13,5.391876459121704,-0.3670573691936312,-0.3870937335518241
1,14,5.789043426513672,-0.35728008178723675,-0.39984694194289855
1,15,6.1860740184783936,-0.343424111336751,-0.4178351670834261
1,16,6.59045672416687,-0.35854602426468996,-0.40435903492133757
1,17,6.9947309494018555,-0.37118446785854675,-0.3991675842679917
1,18,7.389908075332642,-0.35317541446664863,-0.42333590597736376
1,19,7.795756816864014,-0.36990350727022653,-0.39823313048060455
1,20,8.183481216430664,-0.3666325544737405,-0.40697124984633537
1,21,8.586189270019531,-0.38505245207233824,-0.37297122329843335
1,22,8.97988247871399,-0.3567482432671636,-0.40323587874021133
1,23,9.393080472946167,-0.37738006572379285,-0.37233605612569776
1,24,9.788591861724854,-0.37182521262127594,-0.38106974007234107
1,25,10.193755865097046,-0.41633845315980317,-0.4569832560209751
1,26,10.587148189544678,-0.3414443831454796,-0.39916573372607006
1,27,10.98842167854309,-0.3577781351705222,-0.3900551129220882
1,28,11.390509128570557,-0.3720509786220923,-0.3746381003044928
1,29,11.78990912437439,-0.3406291066992549,-0.4188072091945602
1,30,12.193611860275269,-0.35253491067959825,-0.3958494652652772
1,31,12.578421831130981,-0.35824252078981733,-0.399938600703979
1,32,12.992907285690308,-0.3708653415518689,-0.3858236820399657
1,33,13.385511636734009,-0.3710353106956835,-0.3865559094597006
1,34,13.7911057472229,-0.3466052317218136,-0.40058562375352513
1,35,14.194238662719727,-0.3509106303984751,-0.40853128633692215
1,36,14.590160131454468,-0.34724606758268073,-0.3909474335419181
1,37,14.991279602050781,-0.38733350199548966,-0.3702565548342938
1,38,15.380170106887817,-0.3210141672344884,-0.4424938391556003
1,39,15.786905288696289,-0.3803922748206867,-0.3897741791485407
1,40,16.187673807144165,-0.3601565782331278,-0.3780486761983587
1,41,16.593486309051514,-0.37209665277758336,-0.4175736786850203
1,42,16.986610412597656,-0.3336888325783761,-0.40499614673296225
1,43,17.389353036880493,-0.3827879586363796,-0.3893291845391799
1,44,17.808835983276367,-0.39346264442898804,-0.38321280706047134
1,45,18.18631339073181,-0.30199688822815285,-0.43037300887775154
1,46,18.585540533065796,-0.3759523503725062,-0.3851765007655851
1,47,18.983651876449585,-0.37507843489313925,-0.39442690390416735
1,48,19.391250371932983,-0.3550774663415045,-0.40409307193808225
1,49,19.784421920776367,-0.348672709935192,-0.40863675467696753
1,50,20.187289476394653,-0.3726919974380562,-0.3948469336769825
1,51,20.590122938156128,-0.33694051760336313,-0.3947671008758894
1,52,20.994386911392212,-0.34989010068301674,-0.39674261114239456
1,53,21.381967544555664,-0.32040162438848924,-0.4031918443975274
1,54,21.789933681488037,-0.38327816985287044,-0.4018227664383924
1,55,22.1918363571167,-0.354067921822273,-0.399099083006303
1,56,22.58907437324524,-0.36491086532897543,-0.40958158709304143
1,57,22.98486876487732,-0.3452976445488103,-0.42080823903906606
1,58,23.392070531845093,-0.39905856891348945,-0.3877953508239502
1,59,23.787795066833496,-0.3532508127359042,-0.38880996502374593
1,60,24.1910343170166,-0.3487121682056729,-0.36878253402334593
1,61,24.583255290985107,-0.3918689106862931,-0.38458610362184226
1,62,24.98329186439514,-0.38286558750820626,-0.38076025613028713
1,63,25.38870096206665,-0.3722809878058952,-0.3804627568400873
1,64,25.784202575683594,-0.3827363026185376,-0.37836866796085633
1,65,26.19599461555481,-0.37202232070285285,-0.3799067212725772
1,66,26.590917587280273,-0.38857870218973056,-0.39739909157911574
1,67,26.98603129386902,-0.32416355525357293,-0.3905623333719448
1,68,27.386258363723755,-0.3630017141477206,-0.37567049912887723
1,69,27.786924123764038,-0.4241893318097718,-0.45243896621182267
1,70,28.190613985061646,0.3425003013314227,-0.43721026546641784
1,71,28.5856614112854,0.3427166762430972,-0.46456959744373644
