Point,Frame,Time,Gaze_angle_x,Gaze_angle_y
1,1,0.0,-0.3088713185499433,-0.2807203511682534
1,2,0.9545292854309082,-0.40737371895290647,-0.3207077958434829
1,3,1.386460304260254,-0.41579180850442315,-0.2945753936943872
1,4,1.7867555618286133,-0.415593879625537,-0.2860278201601288
1,5,2.1836609840393066,-0.4077058213148827,-0.3142668309049272
1,6,2.5849006175994873,-0.40511673907339607,-0.3197175890387385
1,7,2.9874284267425537,-0.40044150317033067,-0.3264362027964112
1,8,3.381929874420166,-0.4647431706639324,-0.30942954324723243
1,9,3.787533760070801,-0.4517190807134237,-0.2993971550101339
1,10,4.184271574020386,-0.4134229243901445,-0.33377806348858147
1,11,4.580618381500244,-0.4477554443739395,-0.3273586841985904
1,12,4.980765104293823,-0.4348188689499654,-0.3323841926235771
1,13,5.38692569732666,-0.4507013024463072,-0.32390013008244584
1,14,5.784495830535889,-0.45359087158691547,-0.3058979742002338
1,15,6.186247110366821,-0.4536946494394516,-0.30687920572098376
1,16,6.588129997253418,-0.40200957577585306,-0.3256977132035495
1,17,6.986530780792236,-0.427628335940251,-0.3286706152032783
1,18,7.386867046356201,-0.42310292417521544,-0.34547830117674533
1,19,7.787685871124268,-0.4164451940620195,-0.3163343670576407
1,20,8.184281826019287,-0.42735406879000726,-0.3242186240425586
1,21,8.586002826690674,-0.4205706195691177,-0.3173427335827376
1,22,8.987430810928345,-0.41655300019491087,-0.3222866949401683
1,23,9.38783884048462,-0.4534478669095868,-0.31704548469087374
1,24,9.787454605102539,-0.4070129677386676,-0.32208259699903496
1,25,10.188060998916626,-0.3956998383621997,-0.3311225974793406
1,26,10.582421064376831,-0.4273225856120368,-0.3142611471029463
1,27,10.984041690826416,-0.3811972791232878,-0.33697536798938377
1,28,11.379526138305664,-0.4457855643786427,-0.3059076508478301
1,29,11.797003746032715,-0.4210322229145672,-0.3139180890901863
1,30,12.185812950134277,-0.4344913542756314,-0.3217531530215304
1,31,12.592997074127197,-0.3713475141991092,-0.4139878216816356
1,32,12.986141204833984,-0.4349893921324315,-0.3139691380972031
1,33,13.38699197769165,-0.4010582842945897,-0.3399384792980533
1,34,13.78528904914856,-0.4582220454679796,-0.294808636960414
1,35,14.186416864395142,-0.42900846281426935,-0.3123135909557317
1,36,14.587647438049316,-0.259039718606223,-0.4531105301342756
1,37,14.988574266433716,-0.4344720661630528,-0.30586680036319686
1,38,15.3793306350708,-0.44221390207499006,-0.30845993845268743
1,39,15.787713527679443,-0.4375737991247726,-0.2976952076835987
1,40,16.188122987747192,-0.45017345323284935,-0.31143244192735964
1,41,16.5759539604187,-0.4644512388378725,-0.3046620172292603
1,42,16.982377529144287,-0.46485653781320035,-0.323071936230479
1,43,17.380184650421143,-0.42777884478003947,-0.31961204559232415
1,44,17.78450608253479,-0.4353828530131721,-0.32787279954371634
1,45,18.18126368522644,-0.43394298860020114,-0.3331929629939205
1,46,18.582513093948364,-0.44386858571732374,-0.3257029002422384
1,47,18.984874725341797,-0.44353883017710366,-0.3151259714334852
1,48,19.384759187698364,-0.38439700767037527,-0.4104910628801174
1,49,19.785404205322266,-0.4521401248778345,-0.31794089543751025
1,50,20.176879167556763,-0.4454878058029461,-0.31444447379102586
1,51,20.58800768852234,-0.43934644154197916,-0.31992168732460013
1,52,20.987144708633423,-0.41769478839739127,-0.3249244014603329
1,53,21.3815758228302,-0.4570583491608219,-0.42028417262096096
1,54,21.7807195186615,-0.44615764996793905,-0.3285682748368371
1,55,22.18168878555298,-0.44524235620313446,-0.31796960018376297
1,56,22.58355736732483,-0.45263852209348543,-0.32664163431217
1,57,23.011003732681274,-0.44900504255791995,-0.32744417828424405
1,58,23.390987157821655,-0.4334025235842662,-0.3133631849990468
1,59,23.782328128814697,-0.35848809038217083,-0.3914771758210362
1,60,24.18477964401245,-0.4393876889031824,-0.3306754860485122
1,61,24.585745334625244,-0.454621886875006,-0.31975748875159893
1,62,24.988762617111206,-0.43378518074294786,-0.31821816139137266
1,63,25.38550615310669,-0.4453876593379593,-0.324303616151775
1,64,25.786041975021362,-0.45198300114574086,-0.30718133522238295
1,65,26.185929536819458,-0.4023774449146882,-0.41676262393730734
1,66,26.578221559524536,-0.4183506036567363,-0.32517620687630944
1,67,26.981112480163574,-0.5036036338923356,-0.31276247297436366
1,68,27.38804054260254,-0.4709078166458048,-0.30241538811577023
1,69,27.78484082221985,-0.44551803528930284,-0.31888972622019784
1,70,28.17740225791931,-0.4456370217666438,-0.32593587198038304
1,71,28.58309841156006,-0.44943139395971643,-0.32433387082376397
1,72,28.988877058029175,-0.4480894801788918,-0.3161747645122802
1,73,29.388286590576172,-0.42558108363113023,-0.3107777436329394
1,74,29.784846544265747,-0.44392851771474956,-0.327912491952448
1,75,30.176729917526245,-0.4414116656210202,-0.3230761491727788
1,76,30.58170771598816,-0.42765080422808294,-0.3106919524936059
1,77,30.98055648803711,-0.47357363278172937,-0.31438041346164936
1,78,31.380576372146606,-0.45831169493928364,-0.31516405100325084
1,79,31.80088210105896,-0.4268232210427337,-0.3310987028621322
1,80,32.186612367630005,-0.009411406121082686,-0.5024238203352843
1,81,32.5801739692688,0.3620627806097334,-0.40964695375875726
1,82,33.02397680282593,0.4022795309505166,-0.4605951034128261
